ID,language,title,abstract,lowerCorner,upperCorner,link,download,protocol,source,subject
"BNDES:IT_2013","pt","IT_2013(BNDES:IT_2013)","","-67.07700347900389 -33.75201415928419","-34.793701171875 4.436655998084245","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=BNDES:IT_2013","WFS","INDE","features,IT_2013"
"BNDES:IT_2014","pt","IT_2014(BNDES:IT_2014)","","-66.8427352905273 -33.75201415928419","-34.793701171875 4.436655998084245","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=BNDES:IT_2014","WFS","INDE","features,IT_2014"
"MPOG:Investimento_Agua_e_Luz_Para_Todos","pt","Investimento_Agua_e_Luz_Para_Todos(MPOG:Investimento_Agua_e_Luz_Para_Todos)","","-74.40611 -35.461110000000005","-31.962889999999998 6.9821100000000005","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Investimento_Agua_e_Luz_Para_Todos","WFS","INDE",""
"MPOG:Investimento_Cidade_Melhor","pt","Investimento_Cidade_Melhor(MPOG:Investimento_Cidade_Melhor)","","-74.40611 -35.461110000000005","-31.962889999999998 6.9821100000000005","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Investimento_Cidade_Melhor","WFS","INDE",""
"MPOG:Investimento_Comunidade_Cidada","pt","Investimento_Comunidade_Cidada(MPOG:Investimento_Comunidade_Cidada)","","-74.40611 -35.461110000000005","-31.962889999999998 6.9821100000000005","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Investimento_Comunidade_Cidada","WFS","INDE",""
"MPOG:Investimento_Energia","pt","Investimento_Energia(MPOG:Investimento_Energia)","","-74.40611 -35.461110000000005","-31.962889999999998 6.9821100000000005","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Investimento_Energia","WFS","INDE",""
"MPOG:Investimento_Minha_Casa_Minha_Vida","pt","Investimento_Minha_Casa_Minha_Vida(MPOG:Investimento_Minha_Casa_Minha_Vida)","","-74.8305422 -35.8855422","-31.538457799999996 7.4065422000000005","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Investimento_Minha_Casa_Minha_Vida","WFS","INDE",""
"MPOG:Investimento_Transportes","pt","Investimento_Transportes(MPOG:Investimento_Transportes)","","-74.40611 -35.461110000000005","-31.962889999999998 6.9821100000000005","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Investimento_Transportes","WFS","INDE",""
"MDIC:27MUE250GC_SIR","pt","MEI em Alagoas(MDIC:27MUE250GC_SIR)","","-38.237588935176205 -10.501185804423711","-35.15195045146051 -8.813127031512897","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:27MUE250GC_SIR","WFS","INDE","features,27MUE250GC_SIR"
"MDIC:52MUE250GC_SIR","pt","MEI em Goiás(MDIC:52MUE250GC_SIR)","","-53.251209333853694 -19.49915081077935","-45.9069681830834 -12.3952103031373","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:52MUE250GC_SIR","WFS","INDE","52MUE250GC_SIR,features"
"MDIC:31MUE250GC_SIR","pt","MEI em Minas Gerais(MDIC:31MUE250GC_SIR)","","-52.83344615273425 -25.959958762115416","-38.06946454926855 -11.195977158649725","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:31MUE250GC_SIR","WFS","INDE","31MUE250GC_SIR,features"
"MDIC:26MUE250GC_SIR","pt","MEI em Pernambuco(MDIC:26MUE250GC_SIR)","","-41.3583361843337 -9.48289744343009","-32.39091434458939 -3.828718690803415","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:26MUE250GC_SIR","WFS","INDE","26MUE250GC_SIR,features"
"MDIC:11MUE250GC_SIR","pt","MEI em Rondônia(MDIC:11MUE250GC_SIR)","","-66.810253111633 -13.693700123299665","-59.774352851669704 -7.969294200097856","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:11MUE250GC_SIR","WFS","INDE","features,11MUE250GC_SIR"
"MDIC:14MUE250GC_SIR","pt","MEI em Roraima(MDIC:14MUE250GC_SIR)","","-64.8252537040573 -1.5806331068078772","-58.886884394723396 5.271841077072659","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:14MUE250GC_SIR","WFS","INDE","features,14MUE250GC_SIR"
"MDIC:42MUE250GC_SIR","pt","MEI em Santa Catarina(MDIC:42MUE250GC_SIR)","","-54.005484949346474 -30.578835491568938","-48.15846979507632 -24.731820337298785","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:42MUE250GC_SIR","WFS","INDE","42MUE250GC_SIR,features"
"MDIC:28MUE250GC_SIR","pt","MEI em Sergipe(MDIC:28MUE250GC_SIR)","","-38.2450470223304 -11.5686557362648","-36.393867821113105 -9.515029908177","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:28MUE250GC_SIR","WFS","INDE","28MUE250GC_SIR,features"
"MDIC:35MUE250GC_SIR","pt","MEI em São Paulo(MDIC:35MUE250GC_SIR)","","-53.11011153163351 -25.3123209485841","-44.16136516442311 -19.779655797273","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:35MUE250GC_SIR","WFS","INDE","35MUE250GC_SIR,features"
"MDIC:29MUE250GC_SIR","pt","MEI na Bahia(MDIC:29MUE250GC_SIR)","","-48.85132434230965 -20.31289305211178","-35.10691906881135 -6.568487778613471","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:29MUE250GC_SIR","WFS","INDE","features,29MUE250GC_SIR"
"MDIC:25MUE250GC_SIR","pt","MEI na Paraíba(MDIC:25MUE250GC_SIR)","","-38.7656034316372 -8.302955050619474","-34.7928849744584 -6.025911906288955","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:25MUE250GC_SIR","WFS","INDE","features,25MUE250GC_SIR"
"MDIC:12MUE250GC_SIR","pt","MEI no Acre(MDIC:12MUE250GC_SIR)","","-73.9904499689983 -11.145561466805965","-66.6237537656295 -7.111824129851375","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:12MUE250GC_SIR","WFS","INDE","12MUE250GC_SIR,features"
"MDIC:16MUE250GC_SIR","pt","MEI no Amapá(MDIC:16MUE250GC_SIR)","","-54.87625018026381 -1.2361763738783635","-49.8762166349157 4.436746316733332","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:16MUE250GC_SIR","WFS","INDE","features,16MUE250GC_SIR"
"MDIC:13MUE250GC_SIR","pt","MEI no Amazonas(MDIC:13MUE250GC_SIR)","","-77.10145743974644 -15.937606915686965","-52.79765892276518 8.366191601294299","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:13MUE250GC_SIR","WFS","INDE","features,13MUE250GC_SIR"
"MDIC:23MUE250GC_SIR","pt","MEI no Ceará(MDIC:23MUE250GC_SIR)","","-43.933785271238705 -9.916587265203797","-34.74302386243759 -0.7258258564026708","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:23MUE250GC_SIR","WFS","INDE","23MUE250GC_SIR,features"
"MDIC:53MUE250GC_SIR","pt","MEI no Distrito Federal(MDIC:53MUE250GC_SIR)","","-48.28579106824511 -16.050264262141752","-47.3083869870584 -15.500255152876496","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:53MUE250GC_SIR","WFS","INDE","53MUE250GC_SIR,features"
"MDIC:32MUE250GC_SIR","pt","MEI no Espirito Santo(MDIC:32MUE250GC_SIR)","","-41.8797956993183 -21.301781967604718","-28.8359076292382 -17.891944639015716","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:32MUE250GC_SIR","WFS","INDE","features,32MUE250GC_SIR"
"MDIC:21MUE250GC_SIR","pt","MEI no Maranhão(MDIC:21MUE250GC_SIR)","","-55.05696760221582 -15.434320805749067","-35.49406751534889 4.128579281117861","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:21MUE250GC_SIR","WFS","INDE","21MUE250GC_SIR,features"
"MDIC:51MUE250GC_SIR","pt","MEI no Mato Grosso(MDIC:51MUE250GC_SIR)","","-61.86384922557737 -18.63005274021586","-49.99435287748872 -6.760556392127204","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:51MUE250GC_SIR","WFS","INDE","51MUE250GC_SIR,features"
"MDIC:50MUE250GC_SIR","pt","MEI no Mato Grosso do Sul(MDIC:50MUE250GC_SIR)","","-58.70717031872745 -24.77892602600132","-50.38425044982614 -16.456006157100017","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:50MUE250GC_SIR","WFS","INDE","50MUE250GC_SIR,features"
"MDIC:41MUE250GC_SIR","pt","MEI no Paraná(MDIC:41MUE250GC_SIR)","","-54.619304637812505 -26.717122007168864","-48.02353743462869 -22.516295163863965","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:41MUE250GC_SIR","WFS","INDE","features,41MUE250GC_SIR"
"MDIC:15MUE250GC_SIR","pt","MEI no Pará(MDIC:15MUE250GC_SIR)","","-58.898328399782294 -9.841153477134124","-46.0609467928189 2.5910270462490046","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:15MUE250GC_SIR","WFS","INDE","15MUE250GC_SIR,features"
"MDIC:22MUE250GC_SIR","pt","MEI no Piauí(MDIC:22MUE250GC_SIR)","","-47.359020488749614 -11.010650823138207","-39.00578411105549 -2.6574144454440867","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:22MUE250GC_SIR","WFS","INDE","features,22MUE250GC_SIR"
"MDIC:24MUE250GC_SIR","pt","MEI no Rio Grande do Norte(MDIC:24MUE250GC_SIR)","","-38.5820985224728 -6.982734812476033","-34.9685380203107 -4.831555507618713","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:24MUE250GC_SIR","WFS","INDE","24MUE250GC_SIR,features"
"MDIC:43MUE250GC_SIR","pt","MEI no Rio Grande do Sul(MDIC:43MUE250GC_SIR)","","-57.64388479362889 -33.75208126972389","-49.6913517880935 -27.082302021188273","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:43MUE250GC_SIR","WFS","INDE","features,43MUE250GC_SIR"
"MDIC:33MUE250GC_SIR","pt","MEI no Rio de Janeiro(MDIC:33MUE250GC_SIR)","","-45.51722443605995 -24.659373613505405","-40.33061463265945 -19.47276381010491","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:33MUE250GC_SIR","WFS","INDE","features,33MUE250GC_SIR"
"MDIC:17MUE250GC_SIR","pt","MEI no Tocantins(MDIC:17MUE250GC_SIR)","","-50.742063977766904 -13.467712663333092","-45.696670745404404 -5.168380514937604","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:17MUE250GC_SIR","WFS","INDE","17MUE250GC_SIR,features"
"MPOG:Marinha_Mercante","pt","Marinha_Mercante(MPOG:Marinha_Mercante)","","-55.641420000000004 -32.27142","-31.526580000000003 -8.15658","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Marinha_Mercante","WFS","INDE",""
"MPOG:MCMV","pt","Minha casa minha vida(MPOG:MCMV)","","-72.9 -33.687","-34.815 3.362","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:MCMV","WFS","INDE",""
"MPOG:Mobilidade_Urbana","pt","Mobilidade_Urbana(MPOG:Mobilidade_Urbana)","","-62.01827 -30.31877","-32.86973 -1.1702299999999999","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Mobilidade_Urbana","WFS","INDE",""
"MPOG:Mobilidade_Urbana_Transito_A3_B","pt","Mobilidade_Urbana_Transito_A3_B(MPOG:Mobilidade_Urbana_Transito_A3_B)","","-44.03350480000001 -19.94850480000001","-43.90449519999999 -19.81949519999999","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Mobilidade_Urbana_Transito_A3_B","WFS","INDE",""
"MPOG:Mobilidade_Urbana_Transito_A3_F","pt","Mobilidade_Urbana_Transito_A3_F(MPOG:Mobilidade_Urbana_Transito_A3_F)","","-38.66726 -3.90076","-38.48774 -3.72124","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Mobilidade_Urbana_Transito_A3_F","WFS","INDE",""
"MPOG:Mobilidade_Urbana_Transito_A3_R","pt","Mobilidade_Urbana_Transito_A3_R(MPOG:Mobilidade_Urbana_Transito_A3_R)","","-35.092600000000004 -8.288599999999999","-34.8274 -8.0234","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Mobilidade_Urbana_Transito_A3_R","WFS","INDE",""
"MPOG:Mobilidade_Urbana_Transito_A3_S","pt","Mobilidade_Urbana_Transito_A3_S(MPOG:Mobilidade_Urbana_Transito_A3_S)","","-38.51405 -12.98255","-38.457950000000004 -12.926449999999999","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Mobilidade_Urbana_Transito_A3_S","WFS","INDE",""
"MPOG:BASE_SPI_pol","pt","Municípios PAC(MPOG:BASE_SPI_pol)","","-73.991 -33.752","-32.392 5.272","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:BASE_SPI_pol","WFS","INDE",""
"SPM:ODM_2009","pt","ODM_2009(SPM:ODM_2009)","","-73.9913915619595 -33.7520136933788","-32.3924574827765 5.27178990737758","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SPM:ODM_2009","WFS","INDE","features,ODM_2009"
"SPM:ODM_2010","pt","ODM_2010(SPM:ODM_2010)","","-73.9913915619595 -33.7520136933788","-32.3924574827765 5.27178990737758","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SPM:ODM_2010","WFS","INDE","ODM_2010,features"
"SPM:ODM_2011","pt","ODM_2011(SPM:ODM_2011)","","-73.9913915619595 -33.7520136933788","-32.3924574827765 5.27178990737758","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SPM:ODM_2011","WFS","INDE","ODM_2011,features"
"MPOG:Oferta_barragem","pt","Oferta_barragem(MPOG:Oferta_barragem)","","-45.9844214 -16.9154214","-34.1165786 -5.0475786","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Oferta_barragem","WFS","INDE",""
"MPOG:PPA_EST_REGIONALIZACAO_RS","pt","PPA_EST_REGIONALIZACAO_RS(MPOG:PPA_EST_REGIONALIZACAO_RS)","","-57.643 -33.752","-49.691 -27.08","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:PPA_EST_REGIONALIZACAO_RS","WFS","INDE",""
"MPOG:PP_Povos_Indigenas","pt","PP_Povos_Indigenas(MPOG:PP_Povos_Indigenas)","","-47.894 -15.798","-47.893 -15.797","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:PP_Povos_Indigenas","WFS","INDE",""
"MPOG:Pavimentacao","pt","Pavimentacao(MPOG:Pavimentacao)","","-68.472459 -34.806959","-34.352541 -0.6870409999999977","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Pavimentacao","WFS","INDE",""
"MPOG:Petroleo_Gas_Bacias_A3_M","pt","Petroleo_Gas_Bacias_A3_M(MPOG:Petroleo_Gas_Bacias_A3_M)","","-64.24925999999999 -36.20626","-20.566739999999996 7.47626","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Petroleo_Gas_Bacias_A3_M","WFS","INDE",""
"MPOG:Petroleo_Gas_UEP","pt","Petroleo_Gas_UEP(MPOG:Petroleo_Gas_UEP)","","-52.083 -32.031","-52.081 -32.029","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Petroleo_Gas_UEP","WFS","INDE",""
"MPOG:Petroleo_e_Gas_Natural","pt","Petroleo_e_Gas_Natural(MPOG:Petroleo_e_Gas_Natural)","","-61.23523999999999 -30.13324","-33.772760000000005 -2.67076","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Petroleo_e_Gas_Natural","WFS","INDE",""
"MPOG:PNGRRDN","pt","Plano Nacional de Gestão de Riscos e Respostas a Desastres Naturais(MPOG:PNGRRDN)","","-78.61503696167928 -38.906536961679286","-28.780963038320706 10.9275369616793","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:PNGRRDN","WFS","INDE",""
"MPOG:Politica_Espacial","pt","Politica_Espacial(MPOG:Politica_Espacial)","","-45.862 -23.207","-44.396 -2.374","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Politica_Espacial","WFS","INDE",""
"MPOG:Politica_Nacional_Defesa","pt","Politica_Nacional_Defesa(MPOG:Politica_Nacional_Defesa)","","-60.016 -32.048","-34.977 -2.374","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Politica_Nacional_Defesa","WFS","INDE",""
"MPOG:Politica_Nacional_Defesa_SISFRON_A3_A","pt","Politica_Nacional_Defesa_SISFRON_A3_A(MPOG:Politica_Nacional_Defesa_SISFRON_A3_A)","","-73.991 -33.751","-50.945 5.272","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Politica_Nacional_Defesa_SISFRON_A3_A","WFS","INDE",""
"MPOG:Politica_Nacional_Defesa_SISFRON_A3_B","pt","Politica_Nacional_Defesa_SISFRON_A3_B(MPOG:Politica_Nacional_Defesa_SISFRON_A3_B)","","-83.1740408 -34.9455408","-41.76195919999999 6.466540800000002","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Politica_Nacional_Defesa_SISFRON_A3_B","WFS","INDE",""
"MPOG:Politica_Nuclear","pt","Politica_Nuclear(MPOG:Politica_Nuclear)","","-49.445 -23.397","-42.525 -14.067","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Politica_Nuclear","WFS","INDE",""
"MPOG:Pracas_PAC","pt","Pracas_PAC(MPOG:Pracas_PAC)","","-67.81 -32.035","-34.83 2.817","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Pracas_PAC","WFS","INDE",""
"MPOG:Pracas_dos_esportes_e_da_Cultura","pt","Pracas_dos_esportes_e_da_Cultura(MPOG:Pracas_dos_esportes_e_da_Cultura)","","-67.81 -32.035","-34.826 2.82","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Pracas_dos_esportes_e_da_Cultura","WFS","INDE",""
"MPOG:Prevencao_em_areas_de_risco","pt","Prevencao_em_areas_de_risco(MPOG:Prevencao_em_areas_de_risco)","","-63.872 -32.045","-34.855 -1.456","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Prevencao_em_areas_de_risco","WFS","INDE",""
"MPOG:Proinfancia20120401","pt","Programa Pró-infância(MPOG:Proinfancia20120401)","","-72.8 -33.525","-34.815 4.603","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Proinfancia20120401","WFS","INDE",""
"MPOG:Quadras_Esportivas_nas_Escolas","pt","Quadras_Esportivas_nas_Escolas(MPOG:Quadras_Esportivas_nas_Escolas)","","-73.05346999999999 -36.14647","-34.44953 2.4574699999999985","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Quadras_Esportivas_nas_Escolas","WFS","INDE",""
"MPOG:bolsa_familia","pt","Quantidades de família atendidas pelo bolsa família(MPOG:bolsa_familia)","","-76.15688070656002 -37.20538070656001","-30.227119293439994 8.724380706560014","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:bolsa_familia","WFS","INDE",""
"MPOG:RS_Escolas_Reforma2012","pt","RS_Escolas_Reforma2012(MPOG:RS_Escolas_Reforma2012)","","-57.088 -33.519","-49.924 -27.162","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_Escolas_Reforma2012","WFS","INDE",""
"MPOG:RS_Escolas_Reforma_Predio_CRE","pt","RS_Escolas_Reforma_Predio_CRE(MPOG:RS_Escolas_Reforma_Predio_CRE)","","-54.481 -29.918","-50.934 -27.871","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_Escolas_Reforma_Predio_CRE","WFS","INDE",""
"MPOG:RS_INVESTIMENTO_INFRAESTRUTURA_DE_TRANSMISSAO","pt","RS_INVESTIMENTO_INFRAESTRUTURA_DE_TRANSMISSAO(MPOG:RS_INVESTIMENTO_INFRAESTRUTURA_DE_TRANSMISSAO)","","-57.644 -33.752","-49.692 -27.081","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_INVESTIMENTO_INFRAESTRUTURA_DE_TRANSMISSAO","WFS","INDE",""
"MPOG:RS_Producao_Leite","pt","RS_Producao_Leite(MPOG:RS_Producao_Leite)","","-57.644 -33.752","-49.692 -27.081","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_Producao_Leite","WFS","INDE",""
"MPOG:RS_agropecuaria_coordenadoria_regional","pt","RS_agropecuaria_coordenadoria_regional(MPOG:RS_agropecuaria_coordenadoria_regional)","","-57.088 -31.772","-50.27 -27.634","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_agropecuaria_coordenadoria_regional","WFS","INDE",""
"MPOG:RS_agropecuaria_inspetoria_veterinaria01","pt","RS_agropecuaria_inspetoria_veterinaria01(MPOG:RS_agropecuaria_inspetoria_veterinaria01)","","-57.555 -33.519","-49.727 -27.162","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_agropecuaria_inspetoria_veterinaria01","WFS","INDE",""
"MPOG:RS_agropecuaria_posto_divisa","pt","RS_agropecuaria_posto_divisa(MPOG:RS_agropecuaria_posto_divisa)","","-53.251 -29.335","-49.727 -27.194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_agropecuaria_posto_divisa","WFS","INDE",""
"MPOG:RS_agropecuaria_posto_veterinario","pt","RS_agropecuaria_posto_veterinario(MPOG:RS_agropecuaria_posto_veterinario)","","-55.199 -31.588","-50.207 -27.21","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_agropecuaria_posto_veterinario","WFS","INDE",""
"MPOG:RS_geracao_capacidade_de_producao_expandida","pt","RS_geracao_capacidade_de_producao_expandida(MPOG:RS_geracao_capacidade_de_producao_expandida)","","-54.24 -29.366","-50.816 -27.549","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_geracao_capacidade_de_producao_expandida","WFS","INDE",""
"MPOG:RS_geracao_capacidade_de_producao_expandida_para_copa","pt","RS_geracao_capacidade_de_producao_expandida_para_copa(MPOG:RS_geracao_capacidade_de_producao_expandida_para_copa)","","-54.149 -29.346","-53.213 -28.525","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_geracao_capacidade_de_producao_expandida_para_copa","WFS","INDE",""
"MPOG:RS_geracao_potencia_instalada_energia_eolica","pt","RS_geracao_potencia_instalada_energia_eolica(MPOG:RS_geracao_potencia_instalada_energia_eolica)","","-51.27 -30.887","-50.27 -29.887","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:RS_geracao_potencia_instalada_energia_eolica","WFS","INDE",""
