"ID","language","title","abstract","lowerCorner","upperCorner","link","download","protocol","source","subject"
"CGEO:ANMS2010_07_centro_destino_leite_2007","pt","Cidades de destino do leite em 2007(CGEO:ANMS2010_07_centro_destino_leite_2007)","","-63.56946563720699 -31.76347923194314","-34.8632850646973 -1.4563791751381492","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_centro_destino_leite_2007","WFS","IBGE","ANMS2010_07_centro_destino_leite_2007,features"
"CGEO:ANMS2010_03_clima","pt","Clima(CGEO:ANMS2010_03_clima)","","-73.9801198270387 -33.75435400780826","-34.8227864732776 5.25082090420727","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_clima","WFS","IBGE","features,ANMS2010_03_clima"
"CREN:ClimadoBrasil_5000","pt","Clima do Brasil 1:5.000.000(CREN:ClimadoBrasil_5000)","","-73.98 -35.808","-25.746 7.052","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CREN:ClimadoBrasil_5000","WFS","IBGE",""
"CREN:clima_5000","pt","Climas do Brasil(CREN:clima_5000)","","-73.9800465935212 -35.8075","-25.7463 7.0518","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CREN:clima_5000","WFS","IBGE","clima_5000,features"
"CGEO:ANMS2010_03_zonas_climaticas","pt","Climas zonais(CGEO:ANMS2010_03_zonas_climaticas)","","-73.980119826601 -33.754354008054456","-34.822786472906905 5.25082090503002","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_zonas_climaticas","WFS","IBGE","ANMS2010_03_zonas_climaticas,features"
"CGEO:AtlasMar_CoberturaVegetal","pt","Cobertura Vegetal Formações Remanescentes e antropismo(CGEO:AtlasMar_CoberturaVegetal)","","-73.9805450439453 -33.75483322056345","-34.8231430053711 5.250457286662533","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:AtlasMar_CoberturaVegetal","WFS","IBGE","AtlasMar_CoberturaVegetal,features"
"CGEO:ANMS2010_03_cob_atual","pt","Cobertura atual(CGEO:ANMS2010_03_cob_atual)","","-73.9801254272461 -33.75435638340525","-34.8227844238281 5.250821113414231","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_cob_atual","WFS","IBGE","features,ANMS2010_03_cob_atual"
"CREN:CoberturaUsoTerraRoraima_1000","pt","Cobertura e Uso da Terra do Estado de Roraima 1:1.000.000(CREN:CoberturaUsoTerraRoraima_1000)","","-64.825 -1.592","-58.888 5.272","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CREN:CoberturaUsoTerraRoraima_1000","WFS","IBGE",""
"CREN:CoberturaUsoTerraRoraima_250","pt","Cobertura e Uso da Terra do Estado de Roraima 1:250.000(CREN:CoberturaUsoTerraRoraima_250)","","-64.825 -1.592","-58.888 5.272","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CREN:CoberturaUsoTerraRoraima_250","WFS","IBGE",""
"CREN:CoberturaUsoTerraAcre_250","pt","Cobertura e Uso da Terra do Estado do Acre 1:250.000(CREN:CoberturaUsoTerraAcre_250)","","-73.991 -11.146","-66.624 -7.117","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CREN:CoberturaUsoTerraAcre_250","WFS","IBGE",""
"CREN:CoberturaUsoTerraAmapa_250","pt","Cobertura e Uso da Terra do Estado do Amapá 1:250.000(CREN:CoberturaUsoTerraAmapa_250)","","-54.877 -1.235","-49.349 4.667","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CREN:CoberturaUsoTerraAmapa_250","WFS","IBGE",""
"CGEO:ANMS2010_03_cob_prim","pt","Cobertura primária(CGEO:ANMS2010_03_cob_prim)","","-73.9801254272461 -33.75435638340525","-34.8227844238281 5.250821113414231","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_cob_prim","WFS","IBGE","features,ANMS2010_03_cob_prim"
"CGEO:ANMS2010_07_comercio_algodao_2007","pt","Comercio atacadista de algodão em 2007(CGEO:ANMS2010_07_comercio_algodao_2007)","","-63.9044647216797 -33.69147872837675","-34.834285736084 2.819642066862729","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_comercio_algodao_2007","WFS","IBGE","ANMS2010_07_comercio_algodao_2007,features"
"CGEO:ANMS2010_07_comercio_cafe_2007","pt","Comercio atacadista de cafe em 2007(CGEO:ANMS2010_07_comercio_cafe_2007)","","-65.33147430419919 -28.678485869566337","-38.4043159484863 -9.44440460174494","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_comercio_cafe_2007","WFS","IBGE","ANMS2010_07_comercio_cafe_2007,features"
"CGEO:ANMS2010_07_comercio_leite_2007","pt","Comercio atacadista de leite em 2007(CGEO:ANMS2010_07_comercio_leite_2007)","","-63.1804618835449 -33.51947784336924","-34.8552856445312 -1.196377873381275","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_comercio_leite_2007","WFS","IBGE","ANMS2010_07_comercio_leite_2007,features"
"CGEO:ANMS2010_05_ComitesDeBaciaHidrografica","pt","Comitês de bacia hidrográfica(CGEO:ANMS2010_05_ComitesDeBaciaHidrografica)","","-72.89599999999999 -33.69099999912876","-32.411 4.595999999849076","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_05_ComitesDeBaciaHidrografica","WFS","IBGE","features,ANMS2010_05_ComitesDeBaciaHidrografica"
"CGEO:ANMS2010_03_compartimentos_relevo","pt","Compartimentos de relevo(CGEO:ANMS2010_03_compartimentos_relevo)","","-73.980119827 -33.754354008127855","-34.822786473 5.25082090482787","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_compartimentos_relevo","WFS","IBGE","features,ANMS2010_03_compartimentos_relevo"
"CGEO:ANMS2010_03_ameacas_urb_rur","pt","Concentração de fontes de ameaças urbano e rural(CGEO:ANMS2010_03_ameacas_urb_rur)","","-73.9801198268994 -33.754354008258154","-34.822786473 5.25082090441707","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_ameacas_urb_rur","WFS","IBGE","features,ANMS2010_03_ameacas_urb_rur"
"CGEO:ANMS2010_07_condicao_produtor_2006_arrenda","pt","Condição do produtor rural, arrendatário, em 2006(CGEO:ANMS2010_07_condicao_produtor_2006_arrenda)","","-74.89153755671613 -37.72492332103139","-27.945242121854665 9.22137211383008","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_condicao_produtor_2006_arrenda","WFS","IBGE","features,ANMS2010_07_condicao_produtor_2006_arrenda"
"CGEO:ANMS2010_07_condicao_produtor_2006_assentado","pt","Condição do produtor rural, assentado, em 2006(CGEO:ANMS2010_07_condicao_produtor_2006_assentado)","","-74.89153755671613 -37.72492332103139","-27.945242121854665 9.22137211383008","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_condicao_produtor_2006_assentado","WFS","IBGE","features,ANMS2010_07_condicao_produtor_2006_assentado"
"CGEO:ANMS2010_07_condicao_produtor_2006_ocupante","pt","Condição do produtor rural, ocupante, em 2006(CGEO:ANMS2010_07_condicao_produtor_2006_ocupante)","","-73.9800466226675 -33.75435400830275","-28.8567330559033 5.2508028011014405","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_condicao_produtor_2006_ocupante","WFS","IBGE","ANMS2010_07_condicao_produtor_2006_ocupante,features"
"CGEO:ANMS2010_07_condicao_produtor_2006_parceiro","pt","Condição do produtor rural, parceiro, em 2006(CGEO:ANMS2010_07_condicao_produtor_2006_parceiro)","","-75.36100051106474 -38.194386275380005","-27.47577916750605 9.690835068178695","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_condicao_produtor_2006_parceiro","WFS","IBGE","features,ANMS2010_07_condicao_produtor_2006_parceiro"
"CGEO:ANMS2010_07_condicao_produtor_2006_proprietario","pt","Condição do produtor rural, proprietário, em 2006(CGEO:ANMS2010_07_condicao_produtor_2006_proprietario)","","-73.9800466226675 -33.75435400830275","-28.8567330559033 5.2508028011014405","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_condicao_produtor_2006_proprietario","WFS","IBGE","features,ANMS2010_07_condicao_produtor_2006_proprietario"
"CGEO:ANMS2010_07_condicao_produtor_2006_sem_area","pt","Condição do produtor rural, sem área, em 2006(CGEO:ANMS2010_07_condicao_produtor_2006_sem_area)","","-74.89153755671613 -37.72492332103139","-27.945242121854665 9.22137211383008","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_07_condicao_produtor_2006_sem_area","WFS","IBGE","ANMS2010_07_condicao_produtor_2006_sem_area,features"
"CCAR:confluencia","pt","Confluência(CCAR:confluencia)","","-64.797 -1.993","-58.501 5.211","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CCAR:confluencia","WFS","IBGE",""
"CGEO:ANMS2010_05_ConselhosMunicipaisDeMeioAmbiente","pt","Conselhos municipais de meio ambiente ativos(CGEO:ANMS2010_05_ConselhosMunicipaisDeMeioAmbiente)","","-72.89599999999999 -33.69099999912876","-32.411 4.595999999849076","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_05_ConselhosMunicipaisDeMeioAmbiente","WFS","IBGE","ANMS2010_05_ConselhosMunicipaisDeMeioAmbiente,features"
"CGEO:ANMS2010_05_ConsumoMedioPerCapita2003","pt","Consumo médio per capita - 2003(CGEO:ANMS2010_05_ConsumoMedioPerCapita2003)","","-73.9944233925255 -33.75206137735798","-28.8358839711683 5.27180685652824","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_05_ConsumoMedioPerCapita2003","WFS","IBGE","ANMS2010_05_ConsumoMedioPerCapita2003,features"
"CGEO:ANMS2010_05_ConsorciosIntermunicipaisDeMeioAmbiente","pt","Consórcios intermunicipais de meio ambiente(CGEO:ANMS2010_05_ConsorciosIntermunicipaisDeMeioAmbiente)","","-72.89599999999999 -33.69099999912876","-32.411 4.595999999849076","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_05_ConsorciosIntermunicipaisDeMeioAmbiente","WFS","IBGE","ANMS2010_05_ConsorciosIntermunicipaisDeMeioAmbiente,features"
"CGEO:fundo_mundo","pt","Continente(CGEO:fundo_mundo)","","-180.0 -90.0","180.000000335276 83.6236001622701","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:fundo_mundo","WFS","IBGE","features,fundo_mundo"
"CGEO:C09_Cor_ou_raca_Branca_2010","pt","Cor ou raça Branca 2010(CGEO:C09_Cor_ou_raca_Branca_2010)","","-73.9904499689983 -33.75208126972389","-28.836094706184703 5.271841077072659","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C09_Cor_ou_raca_Branca_2010","WFS","IBGE","features,C09_Cor_ou_raca_Branca_2010"
"CGEO:C09_Cor_ou_raca_Indigena_2010","pt","Cor ou raça Indígena 2010(CGEO:C09_Cor_ou_raca_Indigena_2010)","","-73.9904499689983 -33.75208126972389","-28.836094706184703 5.271841077072659","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C09_Cor_ou_raca_Indigena_2010","WFS","IBGE","features,C09_Cor_ou_raca_Indigena_2010"
"CGEO:C09_Cor_ou_raca_Parda_2010","pt","Cor ou raça Parda 2010(CGEO:C09_Cor_ou_raca_Parda_2010)","","-73.9904499689983 -33.75208126972389","-28.836094706184703 5.271841077072659","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C09_Cor_ou_raca_Parda_2010","WFS","IBGE","C09_Cor_ou_raca_Parda_2010,features"
"CGEO:C09_Cor_ou_raca_Preta_2010","pt","Cor ou raça Preta 2010(CGEO:C09_Cor_ou_raca_Preta_2010)","","-73.9904499689983 -33.75208126972389","-28.836094706184703 5.271841077072659","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C09_Cor_ou_raca_Preta_2010","WFS","IBGE","C09_Cor_ou_raca_Preta_2010,features"
"CGEO:ANMS2010_03_massa_dagua","pt","Corpos d água continentais(CGEO:ANMS2010_03_massa_dagua)","","-71.8030401329078 -33.54112927101516","-36.1972702825531 4.430838661772875","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_03_massa_dagua","WFS","IBGE","features,ANMS2010_03_massa_dagua"
"CCAR:corredeira","pt","Corredeira(CCAR:corredeira)","","-62.977 0.479","-59.688 4.425","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CCAR:corredeira","WFS","IBGE",""
"CGEO:C03_crescimento_demografico_2000_2010","pt","Crescimento demográfico 2000 2010(CGEO:C03_crescimento_demografico_2000_2010)","","-73.9904499689983 -33.75208126972389","-28.836094706184703 5.271841077072659","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C03_crescimento_demografico_2000_2010","WFS","IBGE","C03_crescimento_demografico_2000_2010,features"
"CGEO:ANMS2010_05_InclusaoDigital2009_telecentros","pt","Criação de telecentros por iniciativa da prefeitura(CGEO:ANMS2010_05_InclusaoDigital2009_telecentros)","","-72.89599999999999 -33.69099999912876","-32.411 4.595999999849076","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:ANMS2010_05_InclusaoDigital2009_telecentros","WFS","IBGE","features,ANMS2010_05_InclusaoDigital2009_telecentros"
"CCAR:curva_nivel","pt","Curva de Nível(CCAR:curva_nivel)","","-64.0 0.999","-58.5 5.0","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CCAR:curva_nivel","WFS","IBGE",""
"CETE:DISITRITOS_MUN","pt","DISITRITOS_MUN(CETE:DISITRITOS_MUN)","","-44.063 -20.06","-43.857 -19.777","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CETE:DISITRITOS_MUN","WFS","IBGE",""
"CGEO:C01_DensidadeDemografica_2010","pt","Densidade Demográfica 2010(CGEO:C01_DensidadeDemografica_2010)","","-180.0 -90.0","180.000000335276 83.6236001622701","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C01_DensidadeDemografica_2010","WFS","IBGE","C01_DensidadeDemografica_2010,features"
"CGEO:C04_DensidPop2010_AC","pt","Densidade Populacional 2010 AC(CGEO:C04_DensidPop2010_AC)","","-74.06411693101042 -12.885707861838563","-66.55008680408027 -5.371677734908407","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_AC","WFS","IBGE","features,C04_DensidPop2010_AC"
"CGEO:C04_DensidPop2010_AL","pt","Densidade Populacional 2010 AL(CGEO:C04_DensidPop2010_AL)","","-38.237588934916 -10.501185804601013","-35.15195045130219 -8.813127031466209","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_AL","WFS","IBGE","C04_DensidPop2010_AL,features"
"CGEO:C04_DensidPop2010_AM","pt","Densidade Populacional 2010 AM(CGEO:C04_DensidPop2010_AM)","","-73.97859832759988 -12.81474780391166","-55.92051803525962 5.243332488428609","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_AM","WFS","IBGE","C04_DensidPop2010_AM,features"
"CGEO:C04_DensidPop2010_AP","pt","Densidade Populacional 2010 AP(CGEO:C04_DensidPop2010_AP)","","-54.8762501801417 -1.2361763740384435","-49.8762166351615 4.4367463166738625","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_AP","WFS","IBGE","features,C04_DensidPop2010_AP"
"CGEO:C04_DensidPop2010_BA","pt","Densidade Populacional 2010 Bahia(CGEO:C04_DensidPop2010_BA)","","-46.6170967567995 -18.348560260750283","-37.3411466540699 -8.53282057040753","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_BA","WFS","IBGE","features,C04_DensidPop2010_BA"
"CGEO:C04_DensidPop2010_CE","pt","Densidade Populacional 2010 Ceara(CGEO:C04_DensidPop2010_CE)","","-41.423518009465205 -7.858182471603392","-37.2532911248221 -2.784230649579031","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_CE","WFS","IBGE","features,C04_DensidPop2010_CE"
"CGEO:C04_DensidPop2010_DF","pt","Densidade Populacional 2010 Destrito Federal(CGEO:C04_DensidPop2010_DF)","","-48.2857910680566 -16.05026426285155","-47.30838698680499 -15.500255152830794","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_DF","WFS","IBGE","features,C04_DensidPop2010_DF"
"CGEO:C04_DensidPop2010_ES","pt","Densidade Populacional 2010 Espirito Santo(CGEO:C04_DensidPop2010_ES)","","-41.8797956988973 -21.301781967530925","-28.8359076290842 -17.891944639685015","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_ES","WFS","IBGE","C04_DensidPop2010_ES,features"
"CGEO:C04_DensidPop2010_GO","pt","Densidade Populacional 2010 Goias(CGEO:C04_DensidPop2010_GO)","","-53.2512093342627 -19.499150810116255","-45.9069681827583 -12.395210303811902","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_GO","WFS","IBGE","C04_DensidPop2010_GO,features"
"CGEO:C04_DensidPop2010_MA","pt","Densidade Populacional 2010 Maranhão(CGEO:C04_DensidPop2010_MA)","","-48.755150736780195 -10.261764702597892","-41.795884380909804 -1.0439768224184574","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_MA","WFS","IBGE","features,C04_DensidPop2010_MA"
"CGEO:C04_DensidPop2010_MT","pt","Densidade Populacional 2010 Mato Grosso(CGEO:C04_DensidPop2010_MT)","","-61.633395720725105 -18.041580750528723","-50.2248063820548 -7.349028381955761","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_MT","WFS","IBGE","C04_DensidPop2010_MT,features"
"CGEO:C04_DensidPop2010_MS","pt","Densidade Populacional 2010 Mato Grosso do Sul(CGEO:C04_DensidPop2010_MS)","","-58.168511687855904 -24.068583626942846","-50.9229090799695 -17.166348555634585","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_MS","WFS","IBGE","C04_DensidPop2010_MS,features"
"CGEO:C04_DensidPop2010_MG","pt","Densidade Populacional 2010 Minas  Gerais(CGEO:C04_DensidPop2010_MG)","","-51.15797434003283 -24.28448694963315","-39.74493636192637 -12.871448971526688","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_MG","WFS","IBGE","C04_DensidPop2010_MG,features"
"CGEO:C04_DensidPop2010_PR","pt","Densidade Populacional 2010 Paraná(CGEO:C04_DensidPop2010_PR)","","-54.6193046381684 -26.71712200714077","-48.0235374355348 -22.516295164237167","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_PR","WFS","IBGE","C04_DensidPop2010_PR,features"
"CGEO:C04_DensidPop2010_PB","pt","Densidade Populacional 2010 Paraíba(CGEO:C04_DensidPop2010_PB)","","-38.765603431956 -8.302955051007265","-34.7928849734991 -6.025911905433684","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_PB","WFS","IBGE","features,C04_DensidPop2010_PB"
"CGEO:C04_DensidPop2010_PA","pt","Densidade Populacional 2010 Pará(CGEO:C04_DensidPop2010_PA)","","-58.8983283995979 -9.841153476608573","-46.0609467926609 2.5910270463615244","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_PA","WFS","IBGE","features,C04_DensidPop2010_PA"
"CGEO:C04_DensidPop2010_PE","pt","Densidade Populacional 2010 Pernambuco(CGEO:C04_DensidPop2010_PE)","","-41.35833618431559 -9.48289744368105","-32.3909143450732 -3.828718691259066","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_PE","WFS","IBGE","features,C04_DensidPop2010_PE"
"CGEO:C04_DensidPop2010_PI","pt","Densidade Populacional 2010 Piauí(CGEO:C04_DensidPop2010_PI)","","-45.9942948375789 -10.928756348521889","-40.370509761593 -2.7393089201919953","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_PI","WFS","IBGE","features,C04_DensidPop2010_PI"
"CGEO:C04_DensidPop2010_RS","pt","Densidade Populacional 2010 Rio Grande do Sul(CGEO:C04_DensidPop2010_RS)","","-57.6438847943343 -33.752081270196584","-49.6913517879398 -27.082302021049067","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_RS","WFS","IBGE","C04_DensidPop2010_RS,features"
"CGEO:C04_DensidPop2010_RJ","pt","Densidade Populacional 2010 Rio de Janeiro(CGEO:C04_DensidPop2010_RJ)","","-44.8893205514883 -23.368931962231326","-40.9585185184327 -20.76320546112309","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_RJ","WFS","IBGE","features,C04_DensidPop2010_RJ"
"CGEO:C04_DensidPop2010_RN","pt","Densidade Populacional 2010 Rio grande do Norte(CGEO:C04_DensidPop2010_RN)","","-38.5820985219486 -6.982734813156953","-34.9685380199064 -4.8315555081156925","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_RN","WFS","IBGE","features,C04_DensidPop2010_RN"
"CGEO:C04_DensidPop2010_RO","pt","Densidade Populacional 2010 Rondônia(CGEO:C04_DensidPop2010_RO)","","-66.8102531124121 -13.693700123763566","-59.7743528520312 -7.969294199530135","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_RO","WFS","IBGE","features,C04_DensidPop2010_RO"
"CGEO:C04_DensidPop2010_RR","pt","Densidade Populacional 2010 Roraima(CGEO:C04_DensidPop2010_RR)","","-64.8252537036883 -1.5806331069845472","-58.8868843951206 5.271841076917599","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_RR","WFS","IBGE","C04_DensidPop2010_RR,features"
"CGEO:C04_DensidPop2010_SC","pt","Densidade Populacional 2010 Santa Catarina(CGEO:C04_DensidPop2010_SC)","","-53.8368638573835 -29.354814007525665","-48.3270908872455 -25.955841821208054","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_SC","WFS","IBGE","C04_DensidPop2010_SC,features"
"CGEO:C04_DensidPop2010_SE","pt","Densidade Populacional 2010 Sergipe(CGEO:C04_DensidPop2010_SE)","","-38.2450470215375 -11.568655736353001","-36.3938678206362 -9.51502990753364","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_SE","WFS","IBGE","C04_DensidPop2010_SE,features"
"CGEO:C04_DensidPop2010_SP","pt","Densidade Populacional 2010 São Paulo(CGEO:C04_DensidPop2010_SP)","","-53.383978965736695 -27.29422899064594","-43.88749772999862 -17.797747754907867","","http://www.geoservicos.ibge.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=CGEO:C04_DensidPop2010_SP","WFS","IBGE","features,C04_DensidPop2010_SP"
